,Unnamed: 0,YEAR,STATE NAME,DISTRICT NAME,TOTAL POULATION,GROWTH RATE,SEX RATIO,OVERALL LITERACY,FEMALE LITERACY,MALE LITERACY,AREA (SQ. KM) (AREA SQKM),TOTAL SCHOOLS (PREP),TOTAL STUDENTS (PRESTD),TOTAL  TEACHERS: MALE  (PMTCH),TOTAL  TEACHERS: FEMALE  (PFTCH),BLIND (BLC1),LOW VISION (LVC1),HEARING IMPAIRMENT (HEC1),SPEECH IMPAIRMENT (SPC1),LOCOMOTOR IMPAIRMENT (LOC1),MENTAL RETARDATION (MEC1),LEARNING DISABILITY (LEC1),CEREBRAL PALSY (CPC1),AUTISM (AUC1),MULTIPLE (MUC1)
597,597,2015-16,KARNATAKA,UDUPI,1177908.0,5.9,1093.0,86.29,81.41,91.69,3582.0,134,18447,546,1822,5,647,176,151,217,646,125,54,31,228
598,598,2015-16,KARNATAKA,CHIKKAMANGALORE,1137753.0,-0.28,1005.0,79.24,72.88,85.66,7202.0,213,14016,464,1521,92,495,166,174,318,271,209,4,12,247
599,599,2015-16,KARNATAKA,TUMKUR,2681449.0,3.74,979.0,74.32,66.45,82.05,10597.0,294,25264,675,2076,55,294,255,260,424,414,118,5,1,446
600,600,2015-16,KARNATAKA,KOLAR,1540231.0,11.04,976.0,74.33,66.56,81.94,3979.0,278,25634,807,2608,80,116,132,201,430,304,117,15,8,257
601,601,2015-16,KARNATAKA,BANGALORE U SOUTH,,,,,,91.82,0.0,1487,165398,3604,20211,99,539,380,411,584,562,517,57,33,135
602,602,2015-16,KARNATAKA,BANGALORE RURAL,987257.0,16.02,945.0,78.29,70.73,85.44,2298.0,285,25869,742,1870,35,242,134,148,206,426,90,19,5,308
603,603,2015-16,KARNATAKA,MANDYA,1808680.0,2.55,989.0,70.14,62.1,78.14,4962.0,350,25832,642,2374,21,501,309,275,602,614,321,136,16,311
604,604,2015-16,KARNATAKA,HASSAN,1776221.0,3.17,1005.0,75.89,68.3,83.55,6814.0,427,26878,700,2136,100,563,212,352,421,435,201,46,37,419
605,605,2015-16,KARNATAKA,DAKSHINA KANNADA,2083625.0,9.8,1018.0,88.62,84.04,93.31,4861.0,290,39440,514,3481,66,1149,201,184,410,928,351,80,137,443
606,606,2015-16,KARNATAKA,KODAGU,554762.0,1.13,1019.0,82.52,77.91,87.24,4102.0,107,8887,118,1010,4,124,72,60,165,186,168,5,3,137
607,607,2015-16,KARNATAKA,MYSORE,2994744.0,13.39,982.0,72.56,66.59,78.44,6307.0,654,65488,1290,5282,169,527,503,558,793,724,515,39,29,535
608,608,2015-16,KARNATAKA,CHAMARAJANAGARA,1020962.0,5.75,989.0,61.12,54.32,67.88,5648.0,168,15646,315,866,12,193,106,164,396,291,52,8,6,206
609,609,2015-16,KARNATAKA,BANGALORE U NORTH,9588910.0,46.68,908.0,88.48,84.8,,2298.0,1067,93486,2430,13519,114,353,366,217,359,627,282,93,43,288
610,610,2015-16,KARNATAKA,CHIKKABALLAPURA,1254377.0,9.17,968.0,70.08,61.55,78.36,4244.0,286,21881,829,1623,47,223,136,324,503,472,170,14,12,290
611,611,2015-16,KARNATAKA,BELGAUM CHIKKODI,,,,,,,0.0,533,49030,2128,2412,66,739,415,598,1177,879,246,34,46,542
612,612,2015-16,KARNATAKA,TUMKUR MADHUGIRI,,,,,,,0.0,150,10975,357,753,18,129,110,283,422,274,139,5,7,242
613,613,2015-16,KARNATAKA,RAMANAGARA,1082739.0,5.06,976.0,69.2,61.3,76.92,3516.0,225,19940,415,1436,3,719,133,156,370,285,280,30,15,248
614,614,2015-16,KARNATAKA,YADAGIRI,1172985.0,22.67,984.0,52.36,41.31,63.33,5270.0,130,10185,652,1099,26,298,157,375,589,403,45,15,11,185
615,615,2015-16,KARNATAKA,UTTARA KANNADA SIRSI,,,,,,89.72,0.0,102,5748,117,378,85,605,373,361,346,339,441,29,25,281
616,616,2015-16,GOA,NORTH GOA,817761.0,7.8,959.0,88.85,83.74,93.77,1736.0,241,18943,952,3648,28,442,187,62,95,1008,913,14,44,69
617,617,2015-16,GOA,SOUTH GOA,639962.0,8.63,980.0,85.53,79.42,91.56,1966.0,173,14951,557,2978,1,290,46,78,63,319,407,7,41,63
618,618,2015-16,LAKSHADWEEP,LAKSHADWEEP,64429.0,6.23,946.0,92.28,88.25,96.11,30.0,1,9,0,0,2,55,9,6,36,26,100,0,0,7
619,619,2015-16,KERALA,KASARAGOD,1302600.0,8.18,1079.0,89.85,86.13,93.93,1989.0,353,25935,1392,3779,92,1761,385,194,384,1239,419,82,55,189
620,620,2015-16,KERALA,KANNUR,2525637.0,4.84,1133.0,95.41,93.57,97.54,2961.0,903,50759,3527,10613,97,1222,432,126,555,2553,324,233,117,423
621,621,2015-16,KERALA,WAYANAD,816558.0,4.6,1035.0,89.32,85.94,92.84,2130.0,231,14299,721,2287,70,1661,493,163,211,703,90,90,43,223
622,622,2015-16,KERALA,KOZHIKODE,3089543.0,7.31,1097.0,95.24,93.16,97.57,2345.0,902,54554,5238,11076,113,7503,1252,593,680,2374,1170,208,163,555
623,623,2015-16,KERALA,MALAPPURAM,4110956.0,13.39,1096.0,93.55,91.55,95.78,3554.0,1188,95771,6531,13774,229,5855,1295,695,1072,3495,1245,359,221,599
624,624,2015-16,KERALA,PALAKKAD,2810892.0,7.39,1067.0,88.49,84.99,92.27,4482.0,881,55965,2534,10242,8,3978,501,495,700,2130,67,223,137,235
625,625,2015-16,KERALA,THRISSUR,3110327.0,4.58,1109.0,95.32,93.85,96.98,3027.0,764,59025,1802,15207,55,6852,908,535,594,2195,1450,271,247,454
626,626,2015-16,KERALA,ERNAKULAM,3279860.0,5.6,1028.0,95.68,94.27,97.14,3063.0,865,60538,2017,16443,81,1748,640,261,505,2985,1804,396,257,483
627,627,2015-16,KERALA,IDUKKI,1107453.0,-1.93,1006.0,92.2,89.59,94.84,4356.0,296,17176,1101,4074,92,1103,182,144,226,1115,385,73,51,74
628,628,2015-16,KERALA,KOTTAYAM,1979384.0,1.32,1040.0,96.4,95.67,97.17,2206.0,563,30779,2186,10088,150,1861,461,323,319,2097,1097,169,119,294
629,629,2015-16,KERALA,ALAPPUZHA,2121943.0,0.61,1100.0,96.26,94.8,97.9,1415.0,622,34947,1298,8340,39,2698,372,441,404,2325,891,188,200,220
630,630,2015-16,KERALA,PATHANAMTHITTA,1195537.0,-3.12,1129.0,96.93,96.26,97.7,2652.0,501,20047,1041,6025,11,747,329,114,209,1330,448,86,46,152
631,631,2015-16,KERALA,KOLLAM,2629703.0,1.72,1113.0,93.77,91.95,95.83,2483.0,887,56206,1955,9295,33,3871,624,346,579,2214,265,246,180,284
632,632,2015-16,KERALA,THIRUVANANTHAPURAM,3307284.0,2.25,1088.0,92.66,90.89,94.6,2189.0,986,71654,2116,11874,95,3811,565,341,696,2945,430,237,217,216
633,633,2015-16,TAMIL NADU,THIRUVALLUR,3725697.0,35.25,983.0,83.82,78.39,89.18,3394.0,751,91174,2410,13300,41,444,505,501,525,2739,5,290,116,335
634,634,2015-16,TAMIL NADU,CHENNAI,4681087.0,7.77,986.0,90.33,87.16,93.47,175.0,866,100627,2786,18562,240,371,638,385,312,2266,473,208,235,299
635,635,2015-16,TAMIL NADU,KANCHEEPURAM,3990897.0,38.69,985.0,85.29,80.17,90.34,4483.0,744,95743,1884,12612,64,199,479,227,485,2724,17,184,85,799
636,636,2015-16,TAMIL NADU,VELLORE,3928106.0,12.96,1004.0,79.65,72.43,86.96,6075.0,691,61350,2796,11004,91,710,762,496,1054,2951,0,386,63,578
637,637,2015-16,TAMIL NADU,DHARMAPURI,1502900.0,16.04,946.0,64.71,60.03,69.16,4497.0,194,22306,1459,3314,27,309,373,144,543,1253,0,192,17,135
638,638,2015-16,TAMIL NADU,TIRUVANNAMALAI,2468965.0,12.94,993.0,74.72,65.71,83.73,6188.0,296,29547,1540,5202,32,279,529,185,617,2924,15,224,16,622
639,639,2015-16,TAMIL NADU,VILUPPURAM,3463284.0,16.99,985.0,72.08,63.51,80.58,7194.0,400,51547,2484,7068,48,1694,710,667,1237,2373,53,249,73,495
640,640,2015-16,TAMIL NADU,SALEM,3480008.0,15.37,954.0,73.23,65.43,80.7,5237.0,468,54195,2550,9122,80,1351,423,473,567,2026,198,227,29,773
641,641,2015-16,TAMIL NADU,NAMAKKAL,1721179.0,15.25,986.0,74.92,66.68,83.09,3420.0,225,23777,2052,5339,9,1501,298,1080,395,1059,16,226,47,184
642,642,2015-16,TAMIL NADU,ERODE,2259608.0,12.05,992.0,72.96,65.07,80.81,5760.0,350,38632,2360,8359,19,264,324,314,475,1922,478,149,52,527
643,643,2015-16,TAMIL NADU,THE NILGIRIS,735071.0,-3.55,1041.0,85.65,79.44,92.15,2565.0,146,11299,529,2509,5,437,101,120,185,399,1,95,13,58
644,644,2015-16,TAMIL NADU,COIMBATORE,3472578.0,18.46,1001.0,84.31,79.16,89.49,4732.0,846,97971,3017,17495,103,359,590,365,833,3971,0,237,226,618
645,645,2015-16,TAMIL NADU,DINDIGUL,2161367.0,12.39,998.0,76.85,68.82,84.91,6036.0,259,25029,1652,6361,71,818,459,444,827,1915,39,299,91,450
646,646,2015-16,TAMIL NADU,KARUR,1076588.0,15.06,1015.0,75.86,67.05,84.86,2904.0,141,14848,878,2977,29,614,179,576,315,1220,0,60,31,85
647,647,2015-16,TAMIL NADU,TIRUCHIRAPPALLI,2713858.0,12.22,1013.0,83.56,77.24,90.0,4509.0,404,46682,2265,9163,66,353,396,500,701,2804,19,144,129,196
648,648,2015-16,TAMIL NADU,PERAMBALUR,564511.0,14.36,1006.0,74.68,66.11,83.39,1756.0,163,19091,1101,3542,27,525,348,262,530,1420,184,67,14,366
649,649,2015-16,TAMIL NADU,CUDDALORE,2600880.0,13.8,984.0,79.04,71.2,86.84,3703.0,434,46230,1905,8135,17,246,570,332,513,2059,0,356,103,489
650,650,2015-16,TAMIL NADU,NAGAPATTINAM,1614069.0,8.41,1025.0,84.09,78.0,90.38,2569.0,244,25117,1480,4670,76,457,432,426,515,1979,0,138,43,453
651,651,2015-16,TAMIL NADU,THIRUVARUR,1268094.0,8.43,1020.0,83.26,77.02,89.65,2274.0,186,17522,781,3266,15,394,210,315,473,1468,28,103,30,556
652,652,2015-16,TAMIL NADU,THANJAVUR,2402781.0,8.42,1031.0,82.72,76.61,89.06,3411.0,332,38861,2022,7956,177,234,440,122,628,1653,96,107,39,561
653,653,2015-16,TAMIL NADU,PUDUKKOTTAI,1618725.0,10.9,1015.0,77.76,69.51,86.19,4644.0,234,20505,1038,3996,18,305,469,378,502,1700,4,164,22,467
654,654,2015-16,TAMIL NADU,SIVAGANGA,1341250.0,16.09,1000.0,80.46,72.33,88.61,4233.0,205,18023,1143,4145,80,974,313,185,325,1086,28,84,17,337
655,655,2015-16,TAMIL NADU,MADURAI,3041038.0,17.95,990.0,81.66,76.74,86.55,3710.0,552,51101,2515,12383,144,1367,540,298,595,2489,52,236,70,352
656,656,2015-16,TAMIL NADU,THENI,1243684.0,13.69,990.0,77.62,69.72,85.48,2868.0,140,17539,1482,4645,36,669,205,407,344,896,0,135,15,150
657,657,2015-16,TAMIL NADU,VIRUDHUNAGAR,1943309.0,10.96,1009.0,80.75,73.14,88.46,4241.0,198,18946,1628,6056,36,150,325,31,540,1776,0,51,49,663
658,658,2015-16,TAMIL NADU,RAMANATHAPURAM,1337560.0,12.63,977.0,81.48,74.93,87.89,4104.0,188,18502,1342,4222,15,323,207,149,340,1168,66,257,60,177
659,659,2015-16,TAMIL NADU,THOOTHUKKUDI,1738376.0,9.14,1024.0,86.52,81.77,91.42,4745.0,232,25697,1712,7919,68,959,374,134,575,2161,0,313,48,1012
660,660,2015-16,TAMIL NADU,TIRUNELVELI,3072880.0,13.66,1024.0,82.92,76.38,89.66,6693.0,522,47699,3473,13516,180,1750,566,313,861,2346,0,383,81,512
661,661,2015-16,TAMIL NADU,KANNIYAKUMARI,1863174.0,11.17,1010.0,92.14,90.45,93.86,1684.0,387,40599,1418,9888,64,59,251,82,263,1768,0,96,61,572
662,662,2015-16,TAMIL NADU,KRISHANAGIRI,1883731.0,20.67,956.0,72.41,64.86,79.65,5129.0,251,26088,1376,4012,95,333,435,267,688,1403,418,184,38,310
663,663,2015-16,PONDICHERRY,YANAM,55616.0,77.15,1039.0,80.26,77.07,83.63,30.0,25,1628,77,99,1,14,7,22,33,49,53,1,0,9
664,664,2015-16,PONDICHERRY,PONDICHERRY,946600.0,28.73,1031.0,86.13,80.4,92.07,294.0,394,26550,1163,4632,25,128,172,27,96,100,51,8,11,31
665,665,2015-16,PONDICHERRY,MAHE,41934.0,13.86,1176.0,98.35,97.61,99.24,9.0,25,1802,23,249,1,29,5,0,9,1,6,1,0,2
666,666,2015-16,PONDICHERRY,KARAIKAL,200314.0,17.29,1048.0,87.83,82.61,93.36,157.0,136,6143,210,916,1,29,38,17,36,51,17,0,1,3
667,667,2015-16,ANDAMAN AND NICOBAR ISLANDS,ANDAMANS,237586.0,13.97,874.0,88.49,84.52,91.91,2672.0,157,5049,177,652,1,8,35,11,61,128,2,8,3,38
668,668,2015-16,ANDAMAN AND NICOBAR ISLANDS,NICOBARS,36819.0,-12.48,778.0,77.5,70.7,82.65,1841.0,38,419,0,0,1,5,10,6,17,8,0,0,0,6
669,669,2015-16,ANDAMAN AND NICOBAR ISLANDS,MIDDLE AND NORTH ANDAMANS,105539.0,-0.07,925.0,84.25,79.39,88.72,3736.0,166,2414,43,124,4,6,11,20,25,30,6,2,1,17
670,670,2015-16,TELANGANA,ADILABAD,2737738.0,10.04,1003.0,61.55,51.99,71.22,16105.0,43,3095,3318,3531,122,326,303,454,675,865,554,163,39,282
671,671,2015-16,TELANGANA,NIZAMABAD,2552073.0,8.8,1038.0,62.25,52.33,72.66,7956.0,113,10177,2851,3773,85,529,346,468,666,885,1135,153,31,382
672,672,2015-16,TELANGANA,KARIMNAGAR,3811738.0,9.16,1009.0,64.87,55.18,74.72,11823.0,67,3368,4284,3072,92,534,298,490,765,1495,909,154,61,303
673,673,2015-16,TELANGANA,MEDAK,3031877.0,13.55,989.0,62.53,52.49,72.5,9699.0,63,4713,2775,3621,99,486,303,533,640,1024,1457,102,60,338
674,674,2015-16,TELANGANA,HYDERABAD,4010238.0,4.71,943.0,80.96,78.42,83.35,217.0,251,23735,3991,15953,395,1431,632,840,150,377,1618,144,43,65
675,675,2015-16,TELANGANA,RANGA REDDY,5296396.0,48.15,955.0,78.05,71.82,84.0,7493.0,107,7008,5975,13436,65,390,166,338,443,535,476,52,14,240
676,676,2015-16,TELANGANA,MAHBUBNAGAR,4042191.0,15.03,975.0,56.06,45.65,66.27,18432.0,110,5362,4477,4225,291,786,340,920,915,1057,2288,108,45,381
677,677,2015-16,TELANGANA,NALGONDA,3483648.0,7.26,982.0,65.05,55.05,74.94,14240.0,205,23484,4447,3824,212,921,641,860,850,1747,1567,267,45,605
678,678,2015-16,TELANGANA,WARANGAL,3522644.0,8.52,994.0,66.16,56.45,75.91,12846.0,138,8900,5245,3806,97,777,569,512,658,1362,1767,195,88,442
679,679,2015-16,TELANGANA,KHAMMAM,2798214.0,8.5,1010.0,65.46,57.85,73.2,16029.0,8,328,2606,3810,134,568,281,431,589,1001,3110,185,51,369
