,STATE NAME,DISTRICT NAME,TOTAL POULATION,GROWTH RATE,SEX RATIO,OVERALL LITERACY,FEMALE LITERACY,MALE LITERACY,AREA (SQ. KM) (AREA SQKM)
567,MAHARASHTRA,SANGLI,2820575.0,9.18,964.0,82.62,74.66,90.4,8572.0
568,MAHARASHTRA,PALGHAR,,,,,,,
569,ANDHRA PRADESH,SRIKAKULAM,2699471.0,6.38,1014.0,62.3,52.56,72.25,5837.0
570,ANDHRA PRADESH,VIZIANAGARAM,2342868.0,4.16,1016.0,59.49,50.16,69.04,6539.0
571,ANDHRA PRADESH,VISAKHAPATNAM,4288113.0,11.89,1003.0,67.7,60.0,75.48,11161.0
572,ANDHRA PRADESH,EAST GODAVARI,5151549.0,5.1,1005.0,71.35,67.82,74.91,10807.0
573,ANDHRA PRADESH,WEST GODAVARI,3934782.0,3.45,1004.0,74.32,71.05,77.63,7742.0
574,ANDHRA PRADESH,KRISHNA,4529009.0,8.15,997.0,74.37,69.62,79.13,8727.0
575,ANDHRA PRADESH,GUNTUR,4889230.0,9.5,1003.0,67.99,60.64,75.4,11391.0
576,ANDHRA PRADESH,PRAKASAM,3392764.0,10.9,981.0,63.53,53.4,73.54,17626.0
577,ANDHRA PRADESH,NELLORE,2966082.0,11.15,986.0,69.15,62.3,75.93,13076.0
578,ANDHRA PRADESH,Kadapa,2884524.0,10.87,984.0,67.88,57.26,78.41,15359.0
579,ANDHRA PRADESH,KURNOOL,4046601.0,14.65,984.0,61.13,50.81,71.36,17658.0
580,ANDHRA PRADESH,ANANTAPUR,4083315.0,12.16,977.0,64.28,54.31,74.09,19130.0
581,ANDHRA PRADESH,CHITTOOR,4170468.0,11.33,1002.0,72.36,63.65,81.15,15152.0
582,KARNATAKA,BELGAUM,4778439.0,13.38,969.0,73.94,64.74,82.9,13433.0
583,KARNATAKA,BAGALKOT,1890826.0,14.46,984.0,69.39,58.55,80.16,6552.0
584,KARNATAKA,BIJAPUR (KARNATAKA),2175102.0,20.38,954.0,67.2,56.54,77.41,10498.0
585,KARNATAKA,GULBARGA,2564892.0,17.94,962.0,65.65,55.87,,10954.0
586,KARNATAKA,BIDAR,1700018.0,13.16,952.0,71.01,61.66,79.94,5448.0
587,KARNATAKA,RAICHUR,1924773.0,15.27,992.0,60.46,49.56,71.35,8442.0
588,KARNATAKA,KOPPAL,1391292.0,16.32,983.0,67.28,56.22,78.21,5570.0
589,KARNATAKA,GADAG,1065235.0,9.61,978.0,75.18,65.29,84.89,4657.0
590,KARNATAKA,DHARWAD,1846993.0,15.13,967.0,80.3,73.57,86.83,4260.0
591,KARNATAKA,UTTARA KANNADA,1436847.0,6.15,975.0,84.03,78.21,89.72,10277.0
592,KARNATAKA,HAVERI,1598506.0,11.08,951.0,77.6,70.65,84.22,4823.0
593,KARNATAKA,BELLARY,2532383.0,24.92,978.0,67.85,58.28,77.24,8461.0
594,KARNATAKA,CHITRADURGA,1660378.0,9.39,969.0,73.82,66.05,81.37,8436.0
595,KARNATAKA,DAVANAGERE,1946905.0,8.71,967.0,76.3,69.39,83.02,5924.0
596,KARNATAKA,SHIMOGA,1755512.0,6.88,995.0,80.5,74.89,86.11,8478.0
597,KARNATAKA,UDUPI,1177908.0,5.9,1093.0,86.29,81.41,91.69,3582.0
598,KARNATAKA,CHIKKAMANGALORE,1137753.0,-0.28,1005.0,79.24,72.88,85.66,7202.0
599,KARNATAKA,TUMKUR,2681449.0,3.74,979.0,74.32,66.45,82.05,10597.0
600,KARNATAKA,KOLAR,1540231.0,11.04,976.0,74.33,66.56,81.94,3979.0
601,KARNATAKA,BANGALORE U SOUTH,,,,,,91.82,0.0
602,KARNATAKA,BANGALORE RURAL,987257.0,16.02,945.0,78.29,70.73,85.44,2298.0
603,KARNATAKA,MANDYA,1808680.0,2.55,989.0,70.14,62.1,78.14,4962.0
604,KARNATAKA,HASSAN,1776221.0,3.17,1005.0,75.89,68.3,83.55,6814.0
605,KARNATAKA,DAKSHINA KANNADA,2083625.0,9.8,1018.0,88.62,84.04,93.31,4861.0
606,KARNATAKA,KODAGU,554762.0,1.13,1019.0,82.52,77.91,87.24,4102.0
607,KARNATAKA,MYSORE,2994744.0,13.39,982.0,72.56,66.59,78.44,6307.0
608,KARNATAKA,CHAMARAJANAGARA,1020962.0,5.75,989.0,61.12,54.32,67.88,5648.0
609,KARNATAKA,BANGALORE U NORTH,9588910.0,46.68,908.0,88.48,84.8,,2298.0
610,KARNATAKA,CHIKKABALLAPURA,1254377.0,9.17,968.0,70.08,61.55,78.36,4244.0
611,KARNATAKA,BELGAUM CHIKKODI,,,,,,,0.0
612,KARNATAKA,TUMKUR MADHUGIRI,,,,,,,0.0
613,KARNATAKA,RAMANAGARA,1082739.0,5.06,976.0,69.2,61.3,76.92,3516.0
614,KARNATAKA,YADAGIRI,1172985.0,22.67,984.0,52.36,41.31,63.33,5270.0
615,KARNATAKA,UTTARA KANNADA SIRSI,,,,,,89.72,0.0
616,GOA,NORTH GOA,817761.0,7.8,959.0,88.85,83.74,93.77,1736.0
617,GOA,SOUTH GOA,639962.0,8.63,980.0,85.53,79.42,91.56,1966.0
618,LAKSHADWEEP,LAKSHADWEEP,64429.0,6.23,946.0,92.28,88.25,96.11,30.0
619,KERALA,KASARAGOD,1302600.0,8.18,1079.0,89.85,86.13,93.93,1989.0
620,KERALA,KANNUR,2525637.0,4.84,1133.0,95.41,93.57,97.54,2961.0
621,KERALA,WAYANAD,816558.0,4.6,1035.0,89.32,85.94,92.84,2130.0
622,KERALA,KOZHIKODE,3089543.0,7.31,1097.0,95.24,93.16,97.57,2345.0
623,KERALA,MALAPPURAM,4110956.0,13.39,1096.0,93.55,91.55,95.78,3554.0
624,KERALA,PALAKKAD,2810892.0,7.39,1067.0,88.49,84.99,92.27,4482.0
625,KERALA,THRISSUR,3110327.0,4.58,1109.0,95.32,93.85,96.98,3027.0
626,KERALA,ERNAKULAM,3279860.0,5.6,1028.0,95.68,94.27,97.14,3063.0
627,KERALA,IDUKKI,1107453.0,-1.93,1006.0,92.2,89.59,94.84,4356.0
628,KERALA,KOTTAYAM,1979384.0,1.32,1040.0,96.4,95.67,97.17,2206.0
629,KERALA,ALAPPUZHA,2121943.0,0.61,1100.0,96.26,94.8,97.9,1415.0
630,KERALA,PATHANAMTHITTA,1195537.0,-3.12,1129.0,96.93,96.26,97.7,2652.0
631,KERALA,KOLLAM,2629703.0,1.72,1113.0,93.77,91.95,95.83,2483.0
632,KERALA,THIRUVANANTHAPURAM,3307284.0,2.25,1088.0,92.66,90.89,94.6,2189.0
633,TAMIL NADU,THIRUVALLUR,3725697.0,35.25,983.0,83.82,78.39,89.18,3394.0
634,TAMIL NADU,CHENNAI,4681087.0,7.77,986.0,90.33,87.16,93.47,175.0
635,TAMIL NADU,KANCHEEPURAM,3990897.0,38.69,985.0,85.29,80.17,90.34,4483.0
636,TAMIL NADU,VELLORE,3928106.0,12.96,1004.0,79.65,72.43,86.96,6075.0
637,TAMIL NADU,DHARMAPURI,1502900.0,16.04,946.0,64.71,60.03,69.16,4497.0
638,TAMIL NADU,TIRUVANNAMALAI,2468965.0,12.94,993.0,74.72,65.71,83.73,6188.0
639,TAMIL NADU,VILUPPURAM,3463284.0,16.99,985.0,72.08,63.51,80.58,7194.0
640,TAMIL NADU,SALEM,3480008.0,15.37,954.0,73.23,65.43,80.7,5237.0
641,TAMIL NADU,NAMAKKAL,1721179.0,15.25,986.0,74.92,66.68,83.09,3420.0
642,TAMIL NADU,ERODE,2259608.0,12.05,992.0,72.96,65.07,80.81,5760.0
643,TAMIL NADU,THE NILGIRIS,735071.0,-3.55,1041.0,85.65,79.44,92.15,2565.0
644,TAMIL NADU,COIMBATORE,3472578.0,18.46,1001.0,84.31,79.16,89.49,4732.0
645,TAMIL NADU,DINDIGUL,2161367.0,12.39,998.0,76.85,68.82,84.91,6036.0
646,TAMIL NADU,KARUR,1076588.0,15.06,1015.0,75.86,67.05,84.86,2904.0
647,TAMIL NADU,TIRUCHIRAPPALLI,2713858.0,12.22,1013.0,83.56,77.24,90.0,4509.0
648,TAMIL NADU,PERAMBALUR,564511.0,14.36,1006.0,74.68,66.11,83.39,1756.0
649,TAMIL NADU,CUDDALORE,2600880.0,13.8,984.0,79.04,71.2,86.84,3703.0
650,TAMIL NADU,NAGAPATTINAM,1614069.0,8.41,1025.0,84.09,78.0,90.38,2569.0
651,TAMIL NADU,THIRUVARUR,1268094.0,8.43,1020.0,83.26,77.02,89.65,2274.0
652,TAMIL NADU,THANJAVUR,2402781.0,8.42,1031.0,82.72,76.61,89.06,3411.0
653,TAMIL NADU,PUDUKKOTTAI,1618725.0,10.9,1015.0,77.76,69.51,86.19,4644.0
654,TAMIL NADU,SIVAGANGA,1341250.0,16.09,1000.0,80.46,72.33,88.61,4233.0
655,TAMIL NADU,MADURAI,3041038.0,17.95,990.0,81.66,76.74,86.55,3710.0
656,TAMIL NADU,THENI,1243684.0,13.69,990.0,77.62,69.72,85.48,2868.0
657,TAMIL NADU,VIRUDHUNAGAR,1943309.0,10.96,1009.0,80.75,73.14,88.46,4241.0
658,TAMIL NADU,RAMANATHAPURAM,1337560.0,12.63,977.0,81.48,74.93,87.89,4104.0
659,TAMIL NADU,THOOTHUKKUDI,1738376.0,9.14,1024.0,86.52,81.77,91.42,4745.0
660,TAMIL NADU,TIRUNELVELI,3072880.0,13.66,1024.0,82.92,76.38,89.66,6693.0
661,TAMIL NADU,KANNIYAKUMARI,1863174.0,11.17,1010.0,92.14,90.45,93.86,1684.0
662,TAMIL NADU,KRISHANAGIRI,1883731.0,20.67,956.0,72.41,64.86,79.65,5129.0
663,PONDICHERRY,YANAM,55616.0,77.15,1039.0,80.26,77.07,83.63,30.0
664,PONDICHERRY,PONDICHERRY,946600.0,28.73,1031.0,86.13,80.4,92.07,294.0
665,PONDICHERRY,MAHE,41934.0,13.86,1176.0,98.35,97.61,99.24,9.0
666,PONDICHERRY,KARAIKAL,200314.0,17.29,1048.0,87.83,82.61,93.36,157.0
667,ANDAMAN AND NICOBAR ISLANDS,ANDAMANS,237586.0,13.97,874.0,88.49,84.52,91.91,2672.0
668,ANDAMAN AND NICOBAR ISLANDS,NICOBARS,36819.0,-12.48,778.0,77.5,70.7,82.65,1841.0
669,ANDAMAN AND NICOBAR ISLANDS,MIDDLE AND NORTH ANDAMANS,105539.0,-0.07,925.0,84.25,79.39,88.72,3736.0
670,TELANGANA,ADILABAD,2737738.0,10.04,1003.0,61.55,51.99,71.22,16105.0
671,TELANGANA,NIZAMABAD,2552073.0,8.8,1038.0,62.25,52.33,72.66,7956.0
672,TELANGANA,KARIMNAGAR,3811738.0,9.16,1009.0,64.87,55.18,74.72,11823.0
673,TELANGANA,MEDAK,3031877.0,13.55,989.0,62.53,52.49,72.5,9699.0
674,TELANGANA,HYDERABAD,4010238.0,4.71,943.0,80.96,78.42,83.35,217.0
675,TELANGANA,RANGA REDDY,5296396.0,48.15,955.0,78.05,71.82,84.0,7493.0
676,TELANGANA,MAHBUBNAGAR,4042191.0,15.03,975.0,56.06,45.65,66.27,18432.0
677,TELANGANA,NALGONDA,3483648.0,7.26,982.0,65.05,55.05,74.94,14240.0
678,TELANGANA,WARANGAL,3522644.0,8.52,994.0,66.16,56.45,75.91,12846.0
679,TELANGANA,KHAMMAM,2798214.0,8.5,1010.0,65.46,57.85,73.2,16029.0
